Pred Lang,Assembly,Bash/Shell,C,C#,C++,CSS,Clojure,Cobol,CoffeeScript,Delphi/Object Pascal,Erlang,F#,Go,Groovy,HTML,Hack,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,NA,Objective-C,Ocaml,PHP,Perl,Python,R,Ruby,Rust,SQL,Scala,Swift,TypeScript,VB.NET,VBA,Visual Basic 6
Erlang,0.272930133725747,0.590377930311944,0.190090788894312,0.28106111455906,0.196509177750875,0.735950723555433,0.13803278643649,0.00154538705224941,0.129746681001324,0.0210012251063279,0.220678154700926,0.0746708455611263,0.462397555952674,0.265091435687415,0.73936770784272,0.0258627352506942,0.261379430986788,0.694295652736856,0.923292126371727,0.0290424166170607,0.08132525968785,0.144847424771493,0.00283086177612324,-6.83897150593786E-17,0.0455117209444169,0.0120298487813885,0.107890912428175,-0.0501619635386807,0.385518249706334,0.0481102938193271,0.337351921726378,0.242798435548316,0.40420333129121,0.652250157825347,-0.0245962604707041,0.4383442887167,0.00177990686337511,0.0844623620526694,0.0113877310187819
F#,-0.0162081643802997,0.264698410578702,0.0823006502727417,0.661159065288928,0.2768476168057,0.577076757811868,0.0488118125627261,0.000214598246926402,0.0285725447583991,-0.00353465372213852,0.0678825868737514,0.0597036908104656,0.179160616210966,0.119426334997763,0.594100958388595,0.00769195851887161,0.0909137006398532,0.263064700388466,0.847215413733158,0.0150045735798805,0.00950475859145125,0.10032317511302,0.0130759692923127,-2.66438144192165E-17,0.0269347028649414,0.00640483349856789,0.0781509624758925,0.0325191855945099,0.465391246911106,0.0820012221479125,0.0682225127042917,0.0848333639323916,0.448366451197398,0.241261983665548,-0.0257479580982206,0.171424228312078,0.0532703877823995,0.00987688196171801,0.0238080844101087
Go,0.104143274869838,0.751515366090298,0.29393113114594,0.2195936850904,0.26864718734198,0.58836515751444,0.0841062939875827,-0.00111586854901005,0.0836045185394238,-0.00865933083404147,0.0722496181176052,0.0307932309112599,0.986998439145919,0.167368653252539,0.632294656079166,0.0175297523739109,0.0959009783245844,0.434946379230262,0.85734406686334,0.0138458510646281,0.112433093809089,0.0579329936121973,-0.0100954866436037,2.93327229213682E-17,0.0585255279977116,0.0308930898528677,0.265847378791964,0.11291566882242,0.705109488373579,0.0243855998535037,0.245546192523893,0.103526793725502,0.575302923404245,0.0840544100143847,0.0976852461166876,0.124377173740892,0.00724250989166786,0.00280969373813018,0.000479772885259463
Groovy,-0.124697313218671,0.744010244422981,0.117776685477526,0.26614990193834,0.203418918724525,0.795395742760694,0.0583456336122967,0.00495867271667706,0.0596426402091711,0.0246887963102562,0.088363811895805,0.0437896561658463,0.357053126938749,0.292615606163624,0.798207117431431,0.00562697436070829,0.0721732377098395,0.84616111387112,0.817421436724223,0.0113122255157849,0.19110274928936,0.267956397689103,-0.02891716920678,-1.53480707460995E-17,0.02984494359408,0.0155272392491827,0.168426291007833,0.0660188366168754,0.541431579990996,0.0178413868511866,0.333622025737508,0.108313647220028,0.679834180071594,0.275611725746741,-0.00456158254125417,0.150345903044501,-0.0211414365291158,0.0438897976303362,-0.0384152751046362
HTML,0.0757008600539861,0.417911029479296,0.220213165403347,0.383050926617804,0.243514113704591,0.958033256253556,0.00780630266052251,0.00612035315819204,0.0365679849168702,0.026767915002947,0.014384585755695,0.0127142228448921,0.0787292956985731,0.0465879640524181,0.983823204181525,0.00782300549277076,0.0196329263327993,0.457398418422367,0.906367803665321,0.0102668095624659,0.0375253002202858,0.0535250923541894,0.0388533084615221,1.99640111153436E-20,0.0461160218201221,0.00396145379141297,0.408499219372176,0.0475227937867609,0.369878559336991,0.0454404095112508,0.109610664436014,0.0287435110950258,0.667608117759818,0.0345223026890397,0.0791843949697311,0.241547680882744,0.101331829552914,0.0507002051930662,0.0568480161827023
Hack,0.202886596081142,0.758641434302702,0.518037996393893,0.247915295407205,0.754771115260126,0.995202868601256,0.0540368347969657,0.01198658457324,0.079561731778168,0.023576426781703,0.0646568381267351,0.0211528859268967,0.280476037982576,0.0422023077053128,1.00525620582104,0.0503705197102316,0.124563556431545,0.246784313163768,0.744541786587419,0.0272912246658045,-0.109128826005473,0.0191859837485037,0.0991882534177263,-3.1606167403644E-17,0.261567213293865,0.0137316181112397,0.778526265140462,0.0801372481326406,0.491502406601647,0.0405842321044223,0.226169914541338,0.0832180258131828,0.248680261388561,0.244568998087384,0.269629630022123,0.254459227732312,-0.0288158645993637,0.00308473978204421,0.031766134548548
Haskell,0.320918191512952,0.689173776690176,0.454981255788759,0.293750673206349,0.440459792092196,0.597043703171063,0.119666745439784,0.00129365191199072,0.11062505987716,0.000601302201408998,0.163362144366742,0.0625031691898988,0.383603913298337,0.135324820705949,0.630707758441178,0.0311408891078865,0.259441054719916,0.408516155962872,0.833470022728649,0.0409133521874745,-0.0942711742537332,-0.0133447995432975,0.0609189343196608,-7.04585756626648E-17,0.0840731072066525,0.00655154853251237,0.197944290834844,0.0189132154588725,0.488135649811704,0.148263171893463,0.209880353909292,0.202343095367221,0.642003357116295,0.553475050854861,0.0405985320973447,0.138106918631688,0.0400564245552409,0.069474444183982,0.0512162357925104
Java,0.104298748899237,0.430358582369811,0.321267031909539,0.308937069102888,0.339620315861307,0.684476814989763,0.0122502121918954,0.0089654129012745,0.0158491565991728,0.0196267779519558,0.0210392622041473,0.00876882334628213,0.0843532371840507,0.0769237376246473,0.712432688088172,0.00299132500804562,0.0198068439254727,0.999230121676207,0.736329032069871,0.00543216755801098,0.0989965814327457,0.0589846201780305,0.0529009810204428,2.15190673228904E-19,0.0686109319090353,0.00284049872549974,0.339736391818455,0.0433577106825586,0.430197142509639,0.0518705420300919,0.0977064847563677,0.028459107531526,0.612085596374605,0.0768054310189299,0.115478081448062,0.172842360264737,0.102274395088312,0.0484174298305682,0.051458525593371
JavaScript,0.0722760518237979,0.41914255685138,0.220917515155864,0.384798471101181,0.234400491028085,0.865160317316925,0.0115528057363784,0.00571847914779555,0.0427954902710593,0.0202414996010315,0.0175865166927949,0.0177511800972662,0.104514324341436,0.0467097963842414,0.887377240159953,0.00567269932638032,0.0254009911688732,0.462835391586776,0.999775414104597,0.00947189281649589,0.0447385388526776,0.0494329973010775,0.0337986085591706,7.18311058195758E-20,0.0485503811731111,0.00380482720839719,0.386699207355391,0.0499871229330854,0.382922805698628,0.0379221281406306,0.116219135544857,0.0309304953233048,0.655211573158456,0.0419337714463941,0.084285049795067,0.247528508189546,0.0995122227311588,0.0425153343572941,0.0554239255292281
Julia,-0.0105147493526578,0.852378228024601,0.515258444356154,-0.0189572433070255,0.510888108003627,0.79442541399665,0.0334225744306504,0.00535077556182778,0.0448593769479778,0.0258993026058027,0.0484040276951014,0.0275083848964476,0.1476890780227,0.0565611275789242,0.879523352517913,0.0181941497772029,0.109102272499932,0.298769215690608,0.828790621443394,0.0767029970304613,0.0940532749081291,-0.0943763832664224,0.0542644876772763,-2.34580792879717E-17,-0.0453600188028116,0.00672746936568381,0.517157084757025,0.0210611990433607,1.00568528576712,0.375722628522493,0.00999488446131455,0.0729001457375439,0.665184231237008,0.230022288346161,-8.45177329019288E-05,0.174693832049072,0.050819081667437,0.199013347828213,0.0646917096835165
Kotlin,0.0227629273546951,0.460493290547563,0.324154176778411,0.238209477045865,0.320396314598828,0.584778294397918,-0.0185043715099135,0.00650947635944747,0.00218082201459725,0.0815977834554062,0.0239191940258387,0.00307506895605794,0.21163876481711,0.168620072902376,0.567294244506674,-0.0128386854124091,-0.0443629055311679,0.960849172729591,0.690815673460463,0.0165976367484934,0.796476295868775,0.20001686552708,-0.0397510407368167,6.39444015039488E-17,0.199150618660509,0.00699775859004922,0.360303552684938,-0.170258995679442,0.49989272120466,0.141519738444444,0.111418666092337,0.0585229240846504,0.508215430942051,0.00951998602323563,0.371988395430819,0.214918876221844,-0.0109222292600644,0.285314490607755,-0.0167975449693847
Lua,0.23542938441519,0.708767929923408,0.529840939139523,0.382026908011203,0.469279297927679,0.850303796360745,-0.00523085470081319,-0.00358849742344049,0.0699355197988806,0.12306519506356,0.0426021837563214,0.0324574978306832,0.109050340917077,0.236432115608032,0.809173455001571,0.00225717455864781,-0.00627990566743391,0.572497784080886,0.763303634796051,-0.016654655870545,0.20001686552708,0.844866063409485,0.120910870526908,3.94964574487275E-21,0.175574244410767,0.0242907679739544,0.259491498788476,0.261311440207253,0.617550611460924,0.0215437044722842,0.1220135747163,0.157674919539954,0.427630815522185,0.0603019349014921,0.00688732178580671,0.143899167683729,0.166629856271553,-0.00244415106344914,-0.00335070774198579
Matlab,0.494079443863238,0.641475332905529,0.521017362190807,0.264116896193707,0.785674966166803,0.661006724742044,-0.0135360491653503,-0.00129880366349328,0.0322558874372496,0.0574715291481617,0.000976159233145915,0.00495985042122217,-0.0222796946617465,-0.0299143129725311,0.688641398249049,0.0136811384024453,0.0336104465211921,0.601976680577453,0.611871361847057,0.0112271353815054,-0.046604668450061,0.141757572341892,0.246405072809609,-1.29707074252473E-18,0.131530069560727,0.00267737887942032,0.227677692889087,0.10506353215725,0.948415071802391,0.122585696389127,0.00334115315041003,0.0764908838193964,0.55078358258697,-0.00510910251799188,0.171137152545927,0.0697706269461112,0.0710143975864023,0.00815191590134094,0.0525153574981506
Objective-C,0.0875154293894073,0.38874539803479,0.476059429639551,0.39482951040242,0.397715854508831,0.579533381539666,0.0121002889549183,0.00485271987202018,0.0476514068208718,0.00347084245583905,0.0105841211498646,0.00689027282591524,0.0871077626012455,0.0208220536702881,0.551247330594018,0.0243318337947782,0.0312830166350336,0.526549012325155,0.592766281764729,-0.00632930494922939,0.157467931033891,0.138826146743397,0.0887063259828155,-1.41733248623736E-17,0.72387369786773,-2.41194367231838E-05,0.342000907953538,0.0785694430735105,0.460209706769413,0.0923667341068265,0.254183889638527,0.0530330707629562,0.364522684147109,0.118848818119855,0.892833157803589,0.209466147871891,0.114828860191748,-0.00550626897343598,0.0416544993035275
Ocaml,0.0856199778676184,0.988972974809582,0.520577680263501,0.00235809921891654,0.489327357771932,1.00336817474106,0.0749350313702003,-0.00198060044882562,0.00956748481511841,0.027199641819143,0.0601492439069406,0.0352265842421232,0.988578875291763,0.232908588737736,1.01809362439314,0.0274632362224795,0.0524123882600975,0.468682289707439,0.998767142204263,0.0201824080970514,0.118961896030834,0.412943055557222,0.038821993751598,3.74293191044825E-17,-0.000518567889547038,0.055375015897456,0.489059163874104,0.20316146522358,1.01041728867986,-0.028697501641251,-0.00922705216776196,0.117892512943746,-0.0227128652367238,0.036816656614217,-0.0112741414424217,-0.0116926977659162,0.0251063291273011,-0.0328289425447824,-0.0214294622435846
PHP,0.0575036232411734,0.411356931876569,0.230167955341465,0.274562974944379,0.242826598423245,0.912301758236349,0.000170714587318478,0.00905039143336807,0.0508134875446306,0.0422106209498807,0.00477393417823794,0.00380380790811866,0.075284213463211,0.0223574722576769,0.929064596271231,0.0137792259316896,0.0140137551033519,0.49607526238978,0.898305680803452,0.0137298341085938,0.0542049592534861,0.0390385440655229,0.0292152791760333,6.78265473744309E-20,0.0650709692123987,0.00432795720242566,0.99877991377858,0.0852216174449534,0.380826076718938,0.0336051236210164,0.122823377592255,0.00644671603130377,0.725361707004223,0.0365587489021758,0.0730335958873874,0.189998983796227,0.0845496901200461,0.074661280575422,0.0727387310161717
Perl,0.00390567149093838,0.675786770442611,0.33968854619754,0.171941355394423,0.306972353784318,0.751947390453174,0.00572206971812833,0.0003140430086285,0.111091648205789,0.028361313888194,-0.0167206545128935,0.0119237013846537,0.240886760154497,0.0660188366168755,0.814223866879837,0.0106849664176858,0.0100870482447321,0.476934817508145,0.874774651328994,0.00421223980867237,-0.192960195103368,0.296152965568219,0.101561414418675,-1.15962818914508E-17,0.112616201738698,0.0135440976815721,0.642002851418649,0.4037039311458,0.627053040769851,0.22585206963563,0.183954565085992,0.0288026710499666,0.942181143227855,-0.0394901222437673,0.00615212951875944,0.138660286298946,0.18102339659011,-0.0949155937778927,0.0593279428336546
Python,0.129245914409834,0.584384529803297,0.380650831743766,0.306415936726063,0.401030280593711,0.63316519806041,0.00326672920536685,0.00344014445251197,0.0300007190967834,0.0242576198530536,0.0135745862572653,0.0180257173099372,0.158897912872919,0.0571934767596124,0.669428096828217,0.00692256910706553,0.0275005999893919,0.499876961366835,0.707867862647111,0.0212468722345167,0.0598463116935156,0.0739321154565895,0.096845200993906,-9.23224814823508E-19,0.0696796387010027,0.00711561470901304,0.303051737107324,0.066237997264421,0.999496022017056,0.0951404169422045,0.134356139494462,0.0578999929523647,0.563403662790956,0.0387755259215512,0.0953718256414346,0.130449282175772,0.0561036479163188,0.0497021697556329,0.0358994236746515
R,0.0188652375849071,0.54061774367893,0.26875062541186,0.112648014201678,0.292495634477539,0.487552891361492,0.00279246685530825,-0.000752981320654558,0.0976278523687401,-0.00957288945186188,0.013002782113332,0.0243787417196493,0.0421804970438985,0.0144659893387999,0.631253256453592,0.00438748455182971,0.0641138040620382,0.462629158646766,0.538084250644081,0.0609279938144587,0.130045165057056,0.0197969176231799,0.0960806809536405,-1.37315128818152E-17,0.107345123421447,-0.00155121630493233,0.205263728063505,0.183123299704565,0.730266984096921,0.958096262432825,0.0920933887107434,0.0756957505840677,0.478976616350159,0.111092652578574,0.058694756845011,0.0487946128861437,0.00528447110512792,0.0855022245939713,-0.00694496751594752
Ruby,0.0558605363481327,0.739453373139331,0.276343333401346,0.233230831487701,0.228594413569616,0.78009386155517,0.00986523344158625,0.0318381279194715,0.227242388416316,0.044022570372566,0.0488915828588955,0.0108760527499593,0.22775299016709,0.145053054668482,0.816520022030598,0.0131112993937008,0.0486679081528794,0.46729188361741,0.884276031319563,0.000869120387940541,0.054901951407818,0.0601226310196258,0.0014042527733609,-1.82977174164997E-17,0.15840445296314,-0.000267450787471319,0.402291062838402,0.0799802456895618,0.553002081397494,0.0493834113376449,0.979514146843136,0.0945574553502131,0.592380301332363,0.0748645481810389,0.058174075364109,0.171064480099343,0.0103734601297621,0.0674361519102068,0.0383309125632765
Rust,0.424613457624173,0.537164759595951,0.600254438424825,0.259131489497232,0.457627696261942,0.625975119441577,0.052805149751667,0.00243829562007204,0.094239320717916,0.0368922032805565,0.10556453719492,0.0405724784024481,0.28807455645357,0.141278670286993,0.642354987080145,0.0144727001414233,0.140760414168501,0.408326325452332,0.706022175858048,0.0190174293228376,0.0865121486468747,0.233084663667759,0.0964450274244565,-2.98790858987992E-17,0.0991487844698748,0.0102515228646737,0.063345992307595,0.0375687013695218,0.714939043411808,0.121771424852631,0.283672366050639,0.206767478501299,0.481603920568763,0.274235710782377,0.0332749917405256,0.0314109058051692,-0.0257547042201362,0.0423148847412578,-0.0163455100540387
SQL,0.069927041262682,0.442203876401619,0.226026847711179,0.406522130805045,0.24746556805836,0.795436577759891,0.00728192175278751,0.00238917017638237,0.041782667178891,0.0295637020542346,0.00971642623296174,0.0118558436614697,0.0885081420621915,0.0490265033705476,0.824881183962852,0.0023911563595054,0.0246924368121652,0.485548670201009,0.826889605548532,0.00959400333514918,0.0415368381058407,0.0349505954994092,0.0383959709014954,-1.68296399113066E-19,0.0376790274478983,-0.000109196467484241,0.39406669659364,0.0679457555212395,0.384631346713056,0.0426012855888363,0.09825538651907,0.0266271398391382,0.999707326245223,0.0408618211407043,0.072806342093284,0.194641002500146,0.114858661040761,0.0635699494731066,0.0622110156614513
Scala,0.015899522759327,0.601261077873972,0.159525076138926,0.300886766931773,0.268853086900638,0.60104179432019,0.150893430991463,-0.000957589302111025,0.0607738591823152,-0.0146235210757966,0.217416719275116,0.088462727344034,0.179316074697354,0.275611725746742,0.591482119405548,0.0326091997449848,0.29518669378926,0.84485974120823,0.733841000311897,0.0460044576692323,0.0107893174930004,0.0683421928883575,-0.00493879910072554,-1.11791021646275E-16,0.170349972638459,0.00245444377428156,0.275409241729726,-0.0394901222437676,0.367074978724018,0.137014271513575,0.17218846081639,0.210247378266489,0.566617253151099,0.870350229505364,0.131667534337248,0.203134911402051,-0.0225808700467108,0.0811661571220547,0.0042446254603685
Swift,0.0605245897041472,0.394924102242406,0.292303997351655,0.143746485896337,0.249502426446534,0.667693221781442,0.0120424149123816,-0.003709149863353,-0.00892971392014063,-0.0143938983972982,-0.00384316569854737,-0.00442543029813161,0.0976852461166876,-0.00213824181621308,0.635949672100652,0.0168518518763826,0.0101496330243362,0.595433857466571,0.691400799100158,-7.92353745955783E-06,0.197618835072622,0.00365888969870982,0.0775465222473734,5.42489138159961E-18,0.599872277899285,-0.000352316920075801,0.257899885477337,0.00288381071191855,0.423212476283865,0.0339329063010218,0.06271892500193,0.0119582001567512,0.473241223606346,0.0617191567205847,0.898261401603615,0.233637559593694,0.0519337007800643,0.00341594989911258,0.0154395101515726
TypeScript,0.0139004670602726,0.398560407115882,0.128182261894965,0.511640937642566,0.112402359886579,0.909279632495162,0.00775586238358674,0.000134696881002653,0.0604066100776268,0.0182013132953703,0.0329582171967444,0.0141779436949839,0.0598506700708052,0.0339126097092859,0.933500059952861,0.00765290910473135,0.0166143661511806,0.428856984115514,0.977086216537681,0.00788092475409332,0.0549416676055839,0.0367862533928329,0.015213144221332,-2.92314879517123E-19,0.0677221380337691,-0.000175830041592625,0.322855416074792,0.031276756308033,0.278553354420446,0.0135744411788521,0.0887477377958999,0.00543196115427714,0.608801932632037,0.0458199048275304,0.112427096345838,0.999162489805143,0.0903832640857491,0.0126382372032674,0.0282805296915887
VB.NET,0.0354611591530181,0.398272574377416,0.396023397088982,0.85271697285638,0.314179451623856,0.840864427807757,0.00320568983051688,0.0236942128440857,0.0781482660437446,0.117548615140046,0.000312264361995821,0.0102802502737963,0.00813194093099551,-0.0111270718574293,0.913764217371897,-0.0020221659367974,0.0112439086470852,0.592114918932332,0.916559946208041,0.0053493770176247,-0.0065150139446,0.0993932476005756,0.0361301321053624,-3.03184106488165E-18,0.0866252804955291,0.000880923829028299,0.335232104686499,0.0952754718895315,0.279533965056746,0.00343027071736372,0.0125573464728704,-0.0103922490712834,0.838266719174679,-0.0118846684456374,0.0583115236828791,0.210894282866748,0.859025512138956,0.317496661742624,0.448824005623223
VBA,0.0702786927785658,0.707717426757887,0.4196422278125,0.495148101899336,0.472339035794007,0.780516171041506,-0.00385973683811808,0.0269028607592047,0.0943330541336612,0.153716390331649,0.0272459232427969,0.00350470005093219,0.00580065804001125,0.0424739977067768,0.84064211191084,0.000398030939618439,0.0358577776433458,0.515411349809275,0.720017759276755,0.0385187124828799,0.312925570343989,-0.00268068181152483,0.00762598584319015,1.12049175041934E-17,-0.00763772793089532,-0.00211799629321165,0.544304819678883,-0.0918538004302189,0.455336006793539,0.102051042257321,0.150099821993686,0.0313949144854492,0.853067709058463,0.0785478939890849,0.00705228366268401,0.0542221144527285,0.583784184494502,0.492914786926408,0.356400962830118
Visual Basic 6,0.0806471742262534,0.357674272876892,0.377687021441507,0.793689982080444,0.494876458848142,0.892957531969057,0.00316035465795232,0.031113014163094,0.102810254461526,0.135684547967362,0.0037959103395943,0.00872963095037318,0.00102351548855364,-0.0384152751046363,0.973996010596966,0.00423548460647311,0.0273153257560057,0.566043781527081,0.969918696761491,0.0129383419367031,-0.0190372176319696,-0.00379746877425056,0.0507648455815456,-4.91304094023501E-18,0.0597047823350562,-0.00142863081623886,0.547965106988494,0.0593279428336547,0.339847877453367,-0.00856545993633503,0.0881610988955368,-0.0125315577080965,0.862659417172124,0.00424462546036852,0.0329376216566885,0.125377014966044,0.852765610684123,0.368280994924455,0.489291370288063

