Pred Lang,Assembly,Bash/Shell,C,C#,C++,CSS,Clojure,Cobol,CoffeeScript,Delphi/Object Pascal,Erlang,F#,Go,Groovy,HTML,Hack,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,NA,Objective-C,Ocaml,PHP,Perl,Python,R,Ruby,Rust,SQL,Scala,Swift,TypeScript,VB.NET,VBA,Visual Basic 6
Erlang,0.309553800752825,0.331260914617186,0.264889802327237,0.299703955756867,0.250522684322597,0.355943644463699,0.284833912001612,0.0520239481628456,0.212596631023501,0.108081735525798,0.344823620684799,0.348662133349456,0.618942955212902,0.115747664230339,0.387082904007916,0.12575181653982,0.524967013539715,0.237361465464872,0.338753958330745,0.0904298199995229,0.311155953081905,0.190424319097256,0.208562698071359,1.34046742438052E-16,0.131301343473264,0.0907532259467484,0.138911021869201,0.174735669300727,0.432613644019836,0.237776537100821,0.234542673117945,0.324207362711491,0.443222501184139,0.347890824429327,0.234692585957646,0.332997697170375,0.13527405401584,0.112730799711913,0.103811421047774
F#,0.180873972054723,0.22814398100033,0.107809136633448,0.76400392828272,0.250501576887418,0.398467496037591,0.157575138390348,0.029778853570949,0.0553273524274138,0.0382182918843162,0.223501367531702,0.472953151281315,0.0698130605646159,0.0523785304498078,0.465129991736232,0.0558681943902699,0.486979404930585,0.147636753168958,0.404128739918927,0.0668715272701912,0.173486783845206,0.1356217916065,0.106588827926019,1.1801866304024E-16,0.0240816583004891,0.0732918416069689,-0.030386149522632,0.0693016058907903,0.345203255589106,0.201140752704371,-0.0225996440704929,0.207743580367492,0.392980946734796,0.05346139610677,0.172847752166979,0.388847347982422,0.0751590352238945,0.0619038041254552,0.0464770657245644
Go,0.0674299173316755,0.445285486873174,0.18860783179354,0.249768152846062,0.263241438810568,0.406387563161095,0.0917181203952245,0.00627861722474766,0.0695435874628479,0.0336448413128402,0.10113446980603,0.0177954860262747,0.997756417043322,0.0533827505274775,0.409894490294235,0.0245813377573764,0.112084339707797,0.280879501478066,0.549438106990084,0.0265763942104703,0.201904405295779,0.0690412865151832,0.0328375947089144,3.83897905416643E-18,0.0772799519298162,0.0259645100252438,0.15679083714257,0.0454340837201197,0.568898601036473,0.118295714310147,0.175290921598358,0.215704026291392,0.378983761617087,0.147500927729136,0.155968550771046,0.196313136919547,0.0176852136224335,0.0192551559258641,0.0127517335178115
Groovy,0.0674348987670797,0.532624515732335,0.085365825690686,0.275614387183872,0.0587820388785553,0.506112592765189,0.151488766926549,0.021842704044092,0.137542579747846,0.0407113800351987,0.137794838369451,0.0972744136925,0.388931468128766,0.184589507140144,0.539801771392985,0.0718862328292339,0.212698543784175,0.857850748684143,0.76506602143135,0.0371168962429584,0.644565906634734,0.0864118529789089,0.107078619970447,1.01553533734807E-17,0.0908754478676149,0.0260460648234715,0.167635580236086,0.103997591681146,0.61984639730996,0.126256803091449,0.455128197692262,0.12457336908051,0.628118635124677,0.312117901393121,0.21471662574181,0.37997155022747,0.0763905115788452,0.0675669707067285,0.0453714036097796
HTML,0.0537459320382672,0.354580702152804,0.138294327170014,0.393422387187011,0.205060315401417,0.950925174425288,0.0334244803369038,0.0049594787962313,0.0473025034710917,0.0157565493449959,0.0307208653974536,0.0575875227863906,0.199091609571485,0.0359867847595323,0.978968716430206,0.0183780075423278,0.0439145502489218,0.3590040504468,0.877068284140962,0.0194086623296103,0.129419814574804,0.0429495918077932,0.0324404141146808,1.45159657881363E-17,0.0433644676789392,0.0167318760096893,0.299926614775798,0.0351150417006695,0.422412774741597,0.0897380320851233,0.0953808678198048,0.0921517088879965,0.585196060201699,0.0740211503709558,0.140435492874238,0.346171098775951,0.0452457109060858,0.0275982455389434,0.0191856320323136
Hack,0.557059527050104,0.64515798070534,0.632585733811108,0.44752822565968,0.641891970596373,0.551217452427707,0.252463208977843,0.062955937859842,0.311617318236391,0.157364193215795,0.285799583045046,0.19807814374732,0.341904061534417,0.137237353583083,0.526279306893931,0.221288282478071,0.294992487546919,0.637907209974694,0.633530550018719,0.101308698706161,0.274976575890682,0.249594855980385,0.367988751071768,2.32372094794708E-17,0.209227872124992,0.0704139627189612,0.690518315129614,0.282098323025899,0.623354872047969,0.18764784061604,0.521277599500707,0.173645288145967,0.651554037467109,0.306631728226476,0.262904021496425,0.157309820226365,0.239374118020955,0.173585125608068,0.162365560243304
Haskell,0.0643216468942783,0.434643808089365,0.314236255255037,0.189952501404888,0.210427067788281,0.224355944358554,0.206013359927366,0.019052059746422,0.0326167161651972,0.0259909485850547,0.257336771342997,0.372396015535153,0.33625301912339,0.0875817533228957,0.271236928008047,0.0636258306473746,0.853805563402494,0.177709067843134,0.340423023472858,0.0674463427244805,0.15447897497372,0.123562980489498,0.0737941929708715,1.66400740317499E-16,0.0347965233669707,0.0586165637998707,0.200144275651576,0.0975876880340671,0.445530717498111,0.185677858059265,0.229143248737014,0.293067461323113,0.424094524491384,0.373532465417103,0.216467159939512,0.162536963588789,0.0159070321677416,0.0146576079463282,0.0246253970261866
Java,0.0702227998906001,0.30842165799788,0.208669051753967,0.318489507925209,0.273932407776842,0.526866910771034,0.0340007133937639,0.00508310105288346,0.0598872615547358,0.00911491679467258,0.0295225703314517,0.0286459371820365,0.213803799632557,0.0896261976237165,0.562618288013642,0.0349103448244857,0.0450903604975114,0.999507151772827,0.686498271402255,0.0203414190115153,0.283264060764628,0.0623466510881464,0.0523899924797401,2.42581875986963E-17,0.0645776723644678,0.00477841958684544,0.263848978848785,0.038799077241441,0.51247778684327,0.119582878881555,0.128913415705719,0.0796267531205175,0.532364101734058,0.114463825817679,0.184343286630289,0.233900583154485,0.045833020171654,0.0354766322489255,0.025153142649371
JavaScript,0.0546204097011317,0.323451676221563,0.126793665593232,0.355444622672843,0.177688336364011,0.70237283624783,0.0315030832631455,0.00536505383634918,0.0441101432256757,0.00998812427128215,0.022463790340235,0.0418064213709234,0.2229815129164,0.0426164096818523,0.732828937677462,0.0184849762604931,0.0460519209472565,0.366011014726401,0.999784988255817,0.0184543006097998,0.156754693100848,0.036801653642758,0.0404593558043886,-1.86911671373926E-17,0.0487766497651597,0.0131176510202781,0.283959373892127,0.0281754916989431,0.432430295787625,0.0796412984740523,0.106156788470786,0.0927836757710286,0.522506566147383,0.0795744934039811,0.140173647405109,0.321116000647656,0.0373535187678138,0.0266978451870759,0.0187106031858555
Julia,0.289408869173208,0.554871856228036,0.36410114675797,0.164749735307363,0.447485615245132,0.543007093218225,0.147426866830794,0.0423868860269479,0.136030168166229,0.083161722425379,0.205522318180734,0.237089960321588,0.369653483109268,0.0708595291911027,0.555793512166114,0.101308698706161,0.312705770813502,0.37169320193769,0.632479211808593,0.121828383527772,0.29461846496186,0.198916124223974,0.205180029714635,8.07862680616249E-17,0.0478071946352106,0.0808005398092838,0.483777966471462,0.160870563885645,0.724380422522053,0.419878250588622,0.188407885196908,0.505216481999166,0.535055683440386,0.0322488007343312,0.068858225169834,0.276464158289838,0.0916220780096004,0.0827014897494674,0.0794547167192727
Kotlin,0.0120498784302726,0.299659760020573,0.172901971861942,0.214406808703836,0.206637321408209,0.365228833888323,0.0965867135764203,0.010398096111068,0.0455322783672107,0.0197942061592959,0.0726999890378282,0.0632335006538599,0.288704430002375,0.126503589152611,0.381002257860406,0.0282686199513784,0.0736301656416793,0.532112861810189,0.552303918682426,0.0302878795755181,0.99566533813394,0.0590528780537445,0.0566960379572017,-4.41967242136461E-17,0.0904437925102787,0.0207345241412763,0.168878913572149,0.0398689132542973,0.448207114073076,0.0736944468597699,0.130289106508923,0.187780859649616,0.402443723924225,0.139116436082965,0.357596375596995,0.289148981536317,0.028223926713049,0.0180247448354426,0.018521882104186
Lua,0.382934229488466,0.617486680262802,0.60134267552304,0.352285729021176,0.531266432037098,0.626996960430942,0.180731685636649,0.0415560615246212,0.142950556644307,0.0808993705444302,0.216391271701427,0.240420448756977,0.480150765310136,0.0824840414798673,0.614960064520675,0.124797427990192,0.286441454771108,0.569621675850791,0.630646519241808,0.0994580621119867,0.287211725079574,0.243222537277113,0.221157649994932,7.17385942029518E-17,0.123250861421784,0.0650986330744368,0.391716057768794,0.163697301044245,0.681509361211093,0.369156478566013,0.174309928077615,0.233821299267373,0.270056748860143,0.0764953013710561,0.149647423234424,0.175616536924793,0.117397301124721,0.0913660772573085,0.0910546621075461
Matlab,0.406465311038919,0.544960829738621,0.364024073012158,0.277411787557153,0.596165063110587,0.359138277336806,0.172727867692677,0.0538852077231854,0.242022944049439,0.118281921703207,0.193113609325333,0.153961640337584,0.186079703350516,0.0832833710881257,0.378471498004612,0.149921343029239,0.139389031167202,0.390014388460288,0.564932486602019,0.0835918639578143,0.224684298571134,0.1802025296255,0.324554731926806,1.95979187633501E-17,0.153182229435887,0.0547898759597647,0.461155485207823,0.201563107393267,0.67896618302551,0.390034304754682,0.242185283872602,0.0846418921911169,0.561620483106032,0.27262759121664,0.258890281026411,0.180470145561178,0.164802391251818,0.131030407503185,0.116184971891733
Objective-C,0.254919307177176,0.301223239644736,0.493189821908992,0.342363649483243,0.21657660453089,0.417692777952955,0.0891709652944429,0.0245385388727367,0.101232409351699,0.0651248125878662,0.102579174588487,0.0293495210537212,0.369494770164433,0.0596370126631221,0.426868978714558,0.0719220810429663,0.0554569591161095,0.405628504539314,0.574649905045789,0.0164337231558535,0.302421431206245,0.0847349672274764,0.12924750608653,-2.64775425452543E-17,0.342753342239332,0.0215603177249636,0.0801581912312546,0.0813770191392515,0.38266190559055,0.170988330496708,0.216662562666996,0.195268111763782,0.456370169051408,0.180460315385749,0.797398993975892,0.166797348107903,0.0861053909448097,0.0674632808601048,0.0614089697104036
Ocaml,0.319086344925647,0.496598371585314,0.0462911411854551,0.257863847011153,0.386170510547952,0.613460287587585,0.224474520923332,0.0480290419690541,0.158172252253186,0.0960271602537675,0.283603831083589,0.357297727833974,0.496571254232787,0.0683709201616131,0.658817617881516,0.0968191987385718,0.373680594224177,0.120057792119492,0.618169304330606,0.111100742237765,0.277324260389571,0.179021240954702,0.184915831364206,9.72898746354074E-17,0.0862412708998544,0.126874882813464,0.112667775659564,0.134128031247213,0.369849350951328,0.151934242660466,0.119960503413149,0.67319141041839,0.374412903014333,0.067520670848291,0.248932379072826,0.260109547724037,0.123453370034517,0.107960763306565,0.092929210131509
PHP,0.0830808447543507,0.298720309310213,0.212778389553098,0.317647591822715,0.235396080424109,0.776733993709043,0.0283875892347842,0.00807658841715455,0.0934654666122685,0.0419684257122543,0.0273446893443309,-0.00933117977466666,0.188889748683569,0.027719269172896,0.743912469719501,0.0598086729639823,0.0803728980963019,0.417587753926029,0.84293451934907,0.0419020285920163,0.142283809072598,0.0678563249678227,0.0980409299260725,-1.3286232732884E-18,0.0201973395228357,0.00709718271871266,0.995015577796946,0.0944524942694049,0.448531857478369,0.0860644405953515,0.122515950432762,0.0558333306441956,0.661050292508892,0.0677553745413993,0.152359957701839,0.260416503604506,0.0630536489190491,0.0316210284979133,0.0399413324418928
Perl,0.379879303196169,0.492659055901546,0.424520934601564,0.257733174602021,0.507417047512829,0.616592182790356,0.194682131205424,0.0553093991456762,0.269950105700489,0.133880289306304,0.242688429584344,0.150153479430046,0.386189711621018,0.121330523628003,0.614513229761715,0.172393419626938,0.276498449429857,0.433256362529425,0.59012002058342,0.0983097890412277,0.236998539900546,0.200074479054078,0.3023446610899,4.41542350230993E-17,0.144670256247558,0.0596124583320948,0.666414820678579,0.263469169721758,0.663586972617523,0.3708867954593,0.594938207631249,0.154690463217437,0.738651384869128,0.229659216959214,0.201376633965543,0.216036508076151,0.180111400766792,0.136517995188715,0.124246776714612
Python,0.0714912926343764,0.361805021119795,0.222689069523967,0.238840475599968,0.28972710361513,0.422998149978699,0.0377823207735718,0.00676531345844529,0.0604417851612959,0.0166242361497823,0.0369124269641499,0.0459485562046932,0.297069917947374,0.0444258510017377,0.454129774892844,0.0234024013396849,0.0775497153324355,0.351563259916373,0.556403486388855,0.0271951694462205,0.163679731077881,0.0511713513537341,0.0625668496303372,-1.51366008329261E-18,0.0417924265491385,0.0100982757938929,0.194414832422364,0.0407664351778683,0.999689152403196,0.156897747477056,0.133357883753702,0.140089550525189,0.44384632974891,0.105977731204224,0.157681567700058,0.22152253882169,0.012053568729687,0.0125033102633986,0.00951525423495907
R,0.0735550968245959,0.280134339660999,0.237600637462862,0.233167047216521,0.311089007424336,0.371008325868888,0.0530440142029351,0.0339131275712281,0.0729383533838771,0.0335247445024107,0.0928814598050081,0.122570146179226,0.282800692022695,0.0414280135143817,0.441679376668967,0.0322519726058819,0.147962043140977,0.375564978987385,0.469137023823714,0.0721665743199195,0.123207903343678,0.126897539507067,0.164545722318382,1.2654089241095E-16,0.0854941652483538,0.0189917803325582,0.170784124306401,0.104311911222928,0.718297500168399,0.992648046553988,0.125263756679222,0.109585971572036,0.485366043131319,0.221986702790421,0.155013137126979,0.186787578224713,0.0227141457235295,0.0444466593446737,0.027598367973581
Ruby,0.0668201638370405,0.421834413101185,0.142576671264908,0.253187030733272,0.191768928822431,0.420924331773792,0.0676642711982201,0.0163851699787031,0.134645304919912,0.0526074890617638,0.0849792293905598,-0.0127737118659307,0.388688565283314,0.138517277558515,0.435434396568674,0.0831022260073589,0.169366749066489,0.375530384881877,0.580016076137483,0.0300360396690724,0.202042527484852,0.0555770785175006,0.094768154558844,-4.9640592617274E-17,0.100481188483245,0.0139084641638434,0.225500372535663,0.155201271555978,0.566287825214994,0.116186672861887,0.985784049066431,0.204926633054178,0.416079231718887,0.174341233403706,0.199924708294375,0.306905337742721,0.0661433504453418,0.0499212913737798,0.032186921872709
Rust,0.10476214748537,0.328933995330989,0.229488621905364,0.292127407746243,0.243968117111985,0.328745037045337,0.0686703196886038,0.0125209756519866,0.0292787769467784,0.0372208903649662,0.0988437081437472,0.0988048735894169,0.402472146616866,0.0319029359840331,0.353997418289255,0.023293880117142,0.182273664969253,0.195182650941756,0.426578606898509,0.0677729427072051,0.245031121737913,0.0627325437058804,0.0278698913312212,3.97013145810194E-17,0.0762021899565979,0.0656772107725258,0.0864735730708885,0.0339564431452911,0.500563881754639,0.0855305143976866,0.172438264399247,0.998422621607279,0.31734337125773,0.149503405673359,0.169831251890852,0.207418260005634,0.0251038243988727,0.0259104691114121,0.0257078232932335
SQL,0.059614011108314,0.375842271808101,0.148050883038931,0.422787131191548,0.220394066153991,0.627104754996335,0.0201515492592222,0.00742556387728091,0.0559998194592059,0.0303462499044882,0.0400020307927922,0.0553294473742131,0.209330380965394,0.0476191023018708,0.665475664128286,0.0258739870474302,0.07808238537567,0.386300304868396,0.711137095442467,0.0212476986203763,0.155456600938239,0.0214485504509861,0.0547427907720679,-2.58160071510928E-18,0.0527214635727257,0.0108133690401251,0.303080820031152,0.0479990069590047,0.469483662875201,0.112142334875106,0.103644285157412,0.0939428030438045,0.999273143901825,0.0780423378547643,0.147318443174965,0.285371806950936,0.0525958955730554,0.0416112522140619,0.022565128796167
Scala,0.00583641037642005,0.408342205742429,0.129655377395478,0.252761189365902,0.16757724648012,0.318375933537836,0.195795872136306,0.0178488648159798,0.157512704129065,0.0413870432218648,0.140278558237632,0.0336289427123233,0.363994224879964,0.10571735369767,0.37607519946534,0.0544024033950201,0.307260576391488,0.37108433853796,0.483864258279046,0.00572156142060698,0.240088042917376,0.027143494034891,0.118724918755634,1.01094522932811E-16,0.0931408079410319,0.00871234462558597,0.138789234947705,0.0666752565365459,0.500830245852221,0.229147564170757,0.19402492104606,0.197730310729282,0.348673025576931,0.968782453867057,0.153779587495812,0.358493836146591,0.0565737993011393,0.0406468499083695,0.0376045771536361
Swift,0.092105991147353,0.213235633181194,0.20335139125762,0.308922590129692,0.238893071869652,0.434662304178741,0.0490192311759332,0.0109016410522413,0.0541734255424339,0.0348217449561859,0.0624182409461821,0.0717134290905549,0.253863704978405,0.0479686078784894,0.470608300589201,0.0307653642176668,0.11744494847782,0.394180857581788,0.562185798635386,0.00805787741349077,0.407051193498708,0.035023865012312,0.0743621019969476,-1.94951487848187E-17,0.271454976672644,0.0211857343891766,0.205848027958867,0.0385614830997848,0.491496801448053,0.105540859320496,0.146753243322467,0.148150666543084,0.434119242121972,0.101429089624897,0.983464662981406,0.29994289693117,0.0277350158069888,0.0197607615265007,0.0208553445270396
TypeScript,0.0310426526012795,0.288803772404493,0.0854975357783291,0.460837394383792,0.114675190641108,0.659651817601359,0.030067356867293,0.0062394434888559,0.0752244184252775,0.0258118675760647,0.0533650155721754,0.0972118369956054,0.192537884286479,0.0511500163767748,0.698999334066825,0.0110923591185258,0.0531370842501808,0.301371905218279,0.776030334898503,0.0194942675717194,0.198326545028115,0.0247664346945221,0.031235217500973,-4.69965616088794E-18,0.0342148406375184,0.0133389511653351,0.212005743319053,0.0249272893934021,0.416064768427918,0.0766308013229591,0.135746591693896,0.109027546926038,0.506717887983394,0.142478319494158,0.180734822509807,0.998942787505398,0.0223121413700017,0.0169070496229759,0.0114893826273841
VB.NET,0.449255375082786,0.288369809688118,0.294189227648213,0.834261394966937,0.431924201791552,0.875705848169354,0.187434582349664,0.0536427251893611,0.276438309210574,0.131632434613658,0.21136570939975,0.183200148358243,0.16911485526452,0.100262546447234,0.890774933463565,0.164569706139407,0.0507036650346756,0.575777315906403,0.880142285966614,0.0629901786316,0.188747509893514,0.161421289046491,0.278104035237442,1.45911776086948E-17,0.172210781889619,0.0617266850172582,0.500488338294953,0.202625325862641,0.220730977362393,0.0908565828941174,0.285243198795536,0.128657100044222,0.910566442108523,0.219223472291914,0.162943217866058,0.217543378357518,0.255311480414846,0.183021284655903,0.150667264160139
VBA,0.440491587136968,0.399478595375245,0.140974582900508,0.670973791463744,0.227197930310343,0.697381608689073,0.200638024376339,0.0619090684862937,0.288268415928305,0.135322415368108,0.234855832733153,0.20118736340773,0.245503238054767,0.118242198736775,0.724453945397268,0.159119698474062,0.0622948337718955,0.594233590169503,0.838757302960635,0.0758096989370116,0.160720641449363,0.167504474971732,0.294818416882166,3.42619704229015E-17,0.179902082293613,0.0719738422043767,0.33465588493625,0.204776992783073,0.305289158931315,0.23704884983826,0.287047425399235,0.177054872261314,0.9605264052746,0.210008724526575,0.15479263195759,0.219791645098688,0.244028379541204,0.197025415558821,0.150563149646123
Visual Basic 6,0.724699555785178,0.255779811269736,0.573604775107879,0.568095922266013,0.549261098250934,0.860541438963423,0.321629948554158,0.0914038968657191,0.428301840619468,0.205258244779002,0.37075507517062,0.258943651894,0.278716461175023,0.136114210829339,0.863353441454118,0.255145880382334,0.179413606905072,0.722254524646224,1.00769962872393,0.124857411987428,0.283120197878272,0.286171795195145,0.448142034439539,6.68027417415509E-17,0.280726718676131,0.106204811578867,0.724649888588624,0.319491711551858,0.398281355834715,0.252327935758455,0.317271087030988,0.301148787149304,0.892934382362606,0.333069111932202,0.280057483648817,0.256049098553126,0.344382318080317,0.25810825653621,0.236982724964669

